w_lgbm,w_catboost,w_xgboost,weight_sum,overall_pearson,overall_rmse,overall_mae,extreme_pearson,extreme_rmse,extreme_mae
0.2,0.1,0.7,1.0,0.10399814828525396,1.0376906665680792,0.6969131340089442,0.28645399556472945,3.373157472721235,3.1524086108451015
0.25,0.2,0.55,1.0,0.10540746384440469,1.0376476215838777,0.696845257551529,0.28889119585713197,3.37321604967951,3.1525595183642006
0.4,0.45,0.15,1.0,0.10721185007300685,1.037638869437617,0.6967912361431271,0.2887708613146478,3.373225330043309,3.152843442599215
0.3,0.3,0.4,1.0,0.10652166335886167,1.0376288866355432,0.696803752904556,0.29025053153084224,3.3732850619632906,3.1527104258832988
0.15,0.05,0.8,1.0,0.10291202189930176,1.037731198606649,0.6969567705517945,0.2848597596269569,3.3733165080759773,3.1524265016482853
0.45,0.55,0.0,1.0,0.10695670629011468,1.037680787959259,0.6968132534251344,0.2865040926166007,3.3733203588998437,3.152994350118314
0.35,0.4,0.25,1.0,0.10722497633497474,1.0376344630398608,0.6967873115719738,0.2903349837662294,3.3733645089321196,3.1528613334023983
0.2,0.15,0.65,1.0,0.1045333479294777,1.037676124105668,0.6968767673617831,0.28806992264205006,3.373369938124623,3.152577409167385
0.25,0.25,0.5,1.0,0.10592147590151743,1.0376453581171152,0.6968216102534408,0.29029463469938205,3.373433803209551,3.1527283166864835
0.4,0.5,0.1,1.0,0.107387529885124,1.0376643504048833,0.6967967762442663,0.2889735584767794,3.3734543898487663,3.153012240921498
0.1,0.0,0.9,1.0,0.10165185941668836,1.0377805740343726,0.6970082042864506,0.2826641820974685,3.3734799566294322,3.152444392451469
0.3,0.35,0.35,0.9999999999999999,0.10696494481252122,1.037638902803232,0.6967929437554824,0.2913118151939428,3.3735081027381137,3.1528792242055816
0.15,0.1,0.75,1.0,0.10345150348317027,1.0377134713887435,0.6969163296558055,0.28660942190857874,3.3735282401827056,3.152595299970568
0.2,0.2,0.6,1.0,0.10507942674762316,1.0376706752462006,0.696848838875141,0.289681964507896,3.373586958453695,3.152746207489667
0.35,0.45,0.2,1.0,0.10753224625335506,1.037656758617732,0.6967892815442431,0.2909134652891167,3.37359283602089,3.1530301317246807
0.25,0.3,0.45,1.0,0.10643198044087408,1.0376521886141812,0.6968071729128591,0.2916412679246915,3.373656110897551,3.152897115008766
0.4,0.55,0.05,1.0,0.10747878486933003,1.037698924305642,0.6968107505054686,0.2889284173888768,3.3736880022717197,3.1531810392437802
0.1,0.05,0.85,1.0,0.10217747218357635,1.0377596624781777,0.6969648707009214,0.28449857301213,3.3736909552324654,3.1526131907737516
0.3,0.4,0.3,1.0,0.1073809963868413,1.03765801279196,0.696790610095663,0.2922471053517274,3.3737356968726586,3.153048022527865
0.15,0.15,0.7,1.0,0.10400789697500838,1.0377048373753714,0.6968849649319894,0.2883823314209185,3.3737445270945843,3.1527640982928506
0.2,0.25,0.55,1.0,0.10563253319674061,1.0376743201329288,0.6968298735654177,0.29127208554521267,3.3738085328294627,3.15291500581195
0.35,0.5,0.15,1.0,0.10777733472586591,1.0376881473701927,0.6967995778314154,0.29128278180607853,3.37382571564066,3.1531989300469645
0.05,0.0,0.95,1.0,0.10072948595358668,1.0378146961931098,0.6970216693583522,0.2817390234667178,3.3738580826354094,3.152631081576936
